timestamp,open,high,low,close,volume,pct_change
2025-03-05,144.8,149.73,140.18,146.28,4895520.585,-24.706609017912292
2025-03-06,146.27,152.9,142.44,143.31,4451879.661,-26.235330450895617
2025-03-07,143.3,150.88,135.04,139.39,7267412.771,-28.253036854025126
2025-03-08,139.39,141.09,135.29,137.01,2135751.393,-29.47807288449661
2025-03-09,137.01,139.88,125.41,126.51,3909495.652,-34.882643607164916
2025-03-10,126.52,131.57,115.47,118.32,6654109.331,-39.098208770846206
2025-03-11,118.32,128.43,112.0,125.35,6435277.863,-35.47971999176447
2025-03-12,125.35,131.33,121.22,126.62,4410502.14,-34.826024294832195
2025-03-13,126.61,128.76,120.76,123.37,2824584.961,-36.49886761375335
2025-03-14,123.36,136.03,122.98,133.54,3607725.492,-31.264154828083186
2025-03-15,133.53,136.53,132.44,135.86,1918077.49,-30.070002058884075
2025-03-16,135.86,136.71,125.21,126.13,2764260.892,-35.07823759522339
2025-03-17,126.13,130.64,125.55,128.01,2707611.094,-34.11056207535516
2025-03-18,128.01,128.19,121.76,125.33,3181789.699,-35.4900144121886
2025-03-19,125.33,136.08,124.2,135.33,4170497.991,-30.342804200123524
2025-03-20,135.33,136.12,126.65,127.6,2593287.986,-34.32159769404983
2025-03-21,127.6,130.18,124.81,128.48,2400422.348,-33.8686431953881
2025-03-22,128.47,131.84,127.8,128.51,1498168.196,-33.85320156475191
2025-03-23,128.5,134.06,128.21,132.54,1284593.277,-31.77887584928969
